"Espacenet";"";"";"";"";"";"";"";"";
"Patent search";"";"";"";"";"";"";"";"";
"874 results found for My patents";"";"";"";"";"";"";"";"";
"Results 1 to 874 displayed";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"Sort by: Relevance";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"691";"ARTIFICIAL INTELLIGENCE DRIVEN VIRTUAL CARD PAYMENTS";"MACOMBER JACKSON [US] 
RIESE MADELINE [US] 
WIEKER JEFFREY [US] 
FUGLESTAD AUSTIN [US] 
SIZE CHARLIE [US]";"CAPITAL ONE SERVICES LLC [US]";"US2025328893A1";"2024-04-19";"G06F3/04842 
G06Q20/34 
G06Q30/0251 
G06Q30/0601";"G06F3/04842 (US) 
G06N3/02 (EP) 
G06N3/045 (EP) 
G06N3/08 (EP) 
G06Q20/12 (EP) 
G06Q20/351 (EP,US) 
G06Q20/405 (EP) 
G06Q30/0257 (US) 
G06Q30/0641 (US)";"2025-10-23";"2025-10-23";"095745474";
"692";"Personalized clothing recommendation method and system based on artificial intelligence, and medium";"ZHANG YUNLAN 
YAN MEILI 
MI QINGYANG 
QIU JISHUAI";"QINGDAO KUTESMART TECH CO LTD";"CN120852010A 
CN120852010B";"2025-07-14";"G06F16/53 
G06F18/22 
G06F18/40 
G06F40/30 
G06N3/0499 
G06Q30/0601 
G06V10/42 
G06V10/75 
G06V10/80 
G06V10/82";"G06F16/53 (CN) 
G06F18/22 (CN) 
G06F18/40 (CN) 
G06F40/30 (CN) 
G06N3/0499 (CN) 
G06Q30/0631 (CN) 
G06V10/42 (CN) 
G06V10/757 (CN) 
G06V10/806 (CN) 
G06V10/82 (CN) 
Y02P90/30 (EP)";"2025-10-28 
2026-05-19";"2025-10-28";"097422431";
"693";"Intelligent commodity identification and price comparison system based on image identification";"CAO WEI 
SHEN YANJIN 
YUAN DA 
SONG JIHUA 
CHEN HUI";"HUNAN AUTOMOTIVE ENG VOCATIONAL COLLEGE 
MUYU XINGHE TECH INNOVATION GUANGDONG CO LTD";"CN120852006A";"2025-07-09";"G06Q30/0601 
G06V10/20 
G06V10/30 
G06V10/40 
G06V10/74";"G06Q30/0629 (CN) 
G06V10/20 (CN) 
G06V10/30 (CN) 
G06V10/40 (CN) 
G06V10/761 (CN) 
Y02P90/30 (EP)";"2025-10-28";"2025-10-28";"097407813";
"694";"E-commerce marketing propaganda system based on behavior analysis";"LAN YANG";"UNIV MOUTAI";"CN120852012A";"2025-07-15";"G06F16/9535 
G06N3/042 
G06N3/0442 
G06Q30/0601";"G06F16/9535 (CN) 
G06N3/042 (CN) 
G06N3/0442 (CN) 
G06Q30/0631 (CN)";"2025-10-28";"2025-10-28";"097425552";
"695";"AI-BASED MARKETPLACE PLATFORM FOR DISTRIBUTING AI MODELS AND DOORBELL SECURITY SYSTEMS";"HUSSAIN KHURRAM [US]";"HUSSAIN KHURRAM [US]";"US2025335958A1";"2024-04-30";"G06F8/65 
G06Q30/0601 
H04N7/18";"G06F8/65 (EP,US) 
G06Q30/0603 (EP,US) 
G06Q30/0641 (EP,US) 
H04N7/186 (EP,US)";"2025-10-30";"2025-10-30";"097448767";
"696";"ARTIFICIAL INTELLIGENCE & MACHINE LEARNING FOR PERSONALIZED USER EXPERIENCES IN E-COMMERCE";"O'ROURKE DEREK [CA]";"DEREKOROURKE [CA]";"CA3228001A1";"2024-02-04";"G06N20/00 
G06Q30/0201 
G06Q30/0202 
G06F21/55";"";"2025-10-30";"2025-10-30";"099356610";
"697";"CONVERSATIONAL COMMERCE OPTIMIZATION FOR AI-BASED VIRTUAL ASSISTANTS";"GUNJAL SATISH [IN] 
PASRIJA MANISH [IN] 
GOPINATHA ANOOP KUMAR [US] 
SRIVASTAVA HIMANSHU [IN] 
PERRIGAUD ELODIE [FR]";"ACCENTURE GLOBAL SOLUTIONS LTD [IE]";"US2025335928A1";"2024-04-29";"G06Q30/015 
H04L51/02";"G06F16/2425 (US) 
G06Q30/015 (EP) 
H04L51/02 (EP,US)";"2025-10-30";"2025-10-30";"097448505";
"698";"Automatic data quality inspection system and method based on large model and data flow arrangement";"SONG LILI 
LI YANLONG 
WU TIEJUN 
WANG NANNAN 
CAI TONGYAO 
WANG QINGMING";"INSPUR CLOUD INF TECH CO LTD";"CN120893585A 
CN120893585B";"2025-09-28";"G06F16/215 
G06F40/30 
G06N5/04";"G06F16/215 (CN) 
G06F40/30 (CN) 
G06N5/041 (CN)";"2025-11-04 
2026-03-13";"2025-11-04";"097501666";
"699";"SYSTEMS AND METHODS FOR CONDUCTING DIGITAL MARKETPLACE LISTING COMPARISONS";"BAILEY ROBERT [US] 
BAILEY LANDEN GREG [US] 
GRAVIET ANDREW [US] 
THORAT PRASHANT FAKKAD [IN] 
WELLS JASON [US] 
SMITH MATTHEW SCOTT [US] 
COPE LANDON [US] 
TOBLER CHRISTIAN [US]";"PATTERN INC [US]";"US2025348914A1";"2024-05-09";"G06F16/31 
G06Q30/0601 
G06V10/32 
G06V10/75";"G06F16/325 (EP,US) 
G06F16/334 (EP,US) 
G06F40/284 (EP,US) 
G06Q30/0601 (EP,US) 
G06V10/32 (EP,US) 
G06V10/751 (EP,US)";"2025-11-13";"2025-11-13";"097600418";
"700";"Tobacco marketing hotspot event real-time analysis method based on big data and AI";"QIU SHI 
WANG WEI 
YU YONG 
REN JIAHAI 
LIU XIAOFEI";"SHANDONG INSPUR DIGITAL BUSINESS TECH CO LTD";"CN120894065A";"2025-06-30";"G06F16/2458 
G06F16/25 
G06F16/27 
G06F16/48 
G06F16/951 
G06F40/30 
G06N3/045 
G06N3/0495 
G06N3/082 
G06N3/096 
G06N5/022 
G06N5/04 
G06Q30/0201 
G06Q30/0202 
G06Q30/0203 
G06Q30/0251 
G06Q30/0283";"G06F16/2465 (CN) 
G06F16/258 (CN) 
G06F16/27 (CN) 
G06F16/48 (CN) 
G06F16/951 (CN) 
G06F40/30 (CN) 
G06N3/045 (CN) 
G06N3/0495 (CN) 
G06N3/082 (CN) 
G06N3/096 (CN) 
G06N5/022 (CN) 
G06N5/041 (CN) 
G06Q30/0202 (CN) 
G06Q30/0203 (CN) 
G06Q30/0206 (CN) 
G06Q30/0255 (CN) 
G06Q30/0271 (CN) 
G06Q30/0283 (CN)";"2025-11-04";"2025-11-04";"097500710";
"701";"PERSONA TOKENS";"CHITALIA JALPESH [US] 
SHENKER GAVIN [US] 
MITTAL MANISH [US] 
JAIN TARUN [US]";"VISA INT SERVICE ASS [US]";"WO2025240729A1";"2024-05-15";"G06Q20/38 
G06Q30/02 
G06Q30/06";"G06Q10/40 (EP) 
G06Q20/12 (EP) 
G06Q20/322 (EP) 
G06Q20/3267 (EP) 
G06Q20/3829 (EP) 
G06Q20/385 (EP) 
G06Q30/015 (EP) 
G06Q30/018 (EP) 
G06Q30/0248 (EP) 
G06Q30/0253 (EP) 
G06Q30/0271 (EP) 
G06Q30/0277 (EP) 
G06Q30/0631 (EP) 
G06Q30/06333 (EP) 
G06Q30/0641 (EP) 
G06Q2220/00 (EP)";"2025-11-20";"2025-11-20";"097720867";
"702";"Target video generation method and device and video playing method and device";"QIU TONG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121000940A";"2025-07-14";"H04N21/439 
H04N21/44 
H04N21/472 
H04N21/6587 
H04N21/854 
H04N5/265";"H04N21/439 (CN) 
H04N21/44016 (CN) 
H04N21/472 (CN) 
H04N21/6587 (CN) 
H04N21/854 (CN) 
H04N5/265 (CN)";"2025-11-21";"2025-11-21";"097690224";
"703";"Online bidding and tendering system based on AI large model";"ZHANG JIANYONG";"CRSC INFORMATION IND CO LTD";"CN120996895A";"2025-08-01";"G06F21/62 
G06N20/00 
G06Q30/0601 
H04L9/40";"G06F21/62 (CN) 
G06N20/00 (CN) 
G06Q30/0605 (CN) 
G06Q30/0611 (CN) 
H04L63/0428 (CN) 
H04L9/40 (CN)";"2025-11-21";"2025-11-21";"097692099";
"704";"Video recommendation method and model training method and device for video recommendation";"WANG YELONG 
LU WENBIN 
LU YUQI 
LIU HANMENG 
QIN SHOUKE";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD";"CN120994871A";"2025-07-25";"G06F16/735 
G06F16/9535 
G06N3/0499 
G06N3/08";"G06F16/735 (CN) 
G06F16/9535 (CN) 
G06N3/0499 (CN) 
G06N3/08 (CN)";"2025-11-21";"2025-11-21";"097692022";
"705";"Marketing data generation method and device based on portrait data, equipment and medium";"HE LINGNA 
FU TENG 
LIANG QING";"HANGZHOU YOUZAN TECH CO LTD";"CN120996866A";"2025-10-22";"G06F18/22 
G06F18/243 
G06F18/25 
G06N20/00 
G06Q30/0203";"G06F18/22 (CN) 
G06F18/24323 (CN) 
G06F18/253 (CN) 
G06N20/00 (CN) 
G06Q30/0203 (CN)";"2025-11-21";"2025-11-21";"097697082";
"706";"Target video generation method and device and video playing method and device";"QIU TONG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121000941A";"2025-07-14";"H04N21/439 
H04N21/44 
H04N21/472 
H04N21/6587 
H04N21/854 
H04N5/265";"H04N21/439 (CN) 
H04N21/44016 (CN) 
H04N21/472 (CN) 
H04N21/6587 (CN) 
H04N21/854 (CN) 
H04N5/265 (CN)";"2025-11-21";"2025-11-21";"097695667";
"707";"Cross-border e-commerce commodity intelligent recommendation method and system based on AI analysis";"XU NING 
HUANG HONG 
LIU LIANGJUN";"SHENZHEN XIDA TECH CO LTD";"CN120996888A";"2025-07-02";"G06F16/9535 
G06F16/9536 
G06Q30/0601 
G06V10/82 
G06V20/52 
G06V40/20 
G16H20/70";"G06F16/9535 (CN) 
G06F16/9536 (CN) 
G06Q30/0631 (CN) 
G06V10/82 (CN) 
G06V20/52 (CN) 
G06V40/20 (CN) 
G16H20/70 (CN)";"2025-11-21";"2025-11-21";"097697228";
"708";"SYSTEMS AND METHODS FOR MANAGING A SECURE CLOUD BASED ENCLAVE WITHOUT BREACH OF USER PRIVACY";"SOHUM ANUJ KHANNA [SG] 
FOONG CHARLES YONG JIEN [AU] 
RAMAKRISHNA MADHUSUDANA [SG]";"AFFLE INDIA LTD INDIA [IN]";"US2025363245A1";"2024-05-24";"G06F21/60 
G06F21/62 
H04L67/10";"G06F21/602 (EP,US) 
G06F21/6254 (EP) 
G06F21/6263 (EP,US) 
H04L67/10 (EP,US)";"2025-11-27";"2025-11-27";"097756310";
"709";"ARTIFICIAL INTELLIGENCE E-COMMERCE LEARNING DEVICE";"ZHOU YI [CN] 
LI MINYI [CN]";"UNIV XINYU [CN]";"ZA202503537B";"2025-04-25";"";"";"2025-11-26";"2025-11-26";"097796270";
"710";"SYSTEM AND METHOD FOR MAKING INTERACTIVE DECISIONS WITH INPUTS FROM SELECTED PARTICIPANTS";"POST DARREN [US]";"POST DARREN [US]";"US2025363453A1";"2017-12-27";"G06Q10/101";"G06Q10/101 (EP,US)";"2025-11-27";"2025-11-27";"097755379";
"711";"SYSTEMS AND METHODS FOR DETECTING FRAUD THROUGH ARTIFICIAL INTELLIGENCE (AI) AGENT TESTING";"SOHUM ANUJ KHANNA [SG] 
FOONG CHARLES YONG JIEN [AU] 
RAMAKRISHNA MADHUSUDANA [SG]";"AFFLE INDIA LTD INDIA [IN]";"US2025365303A1";"2024-05-22";"H04L9/40";"H04L63/1425 (EP,US) 
H04L63/1483 (EP,US)";"2025-11-27";"2025-11-27";"097756315";
"712";"METHOD AND DEVICE FOR MONITORING GLOBAL PROMOTIONS USING ARTIFICIAL INTELLIGENCE";"HAN KYU HO [KR] 
LEE MIN SOCK [KR] 
LEE JIC HUI [KR]";"ARTIENCE CO LTD [KR]";"KR102892486B1";"2025-03-27";"G06F16/583 
G06F16/906 
G06F16/951 
G06N3/044 
G06N3/045 
G06Q30/0241 
G06Q50/10";"";"2025-11-28";"2025-11-28";"097878462";
"713";"SYSTEMS AND METHODS FOR INTEGRATING MODELS WITH COORDINATORS AND ARTIFICIAL INTELLIGENCE (AI) AGENTS IN A MARKETPLACE ENVIRONMENT";"SOHUM ANUJ KHANNA [SG] 
FOONG CHARLES YONG JIEN [AU] 
RAMAKRISHNA MADHUSUDANA [SG]";"AFFLE INDIA LTD INDIA [IN]";"US2025363542A1";"2024-05-22";"G06Q30/0201 
G06Q30/0601";"G06Q30/0201 (EP,US) 
G06Q30/0631 (EP,US)";"2025-11-27";"2025-11-27";"097756313";
"714";"- METHOD DEVICE AND SYSTEM FOR GENERATING CORPORATE MANAGEMENT ANALYSIS INFORMATION BASED ON ARTIFICIAL INTELLIGENCE MODEL USING COLLECTED DATA BASED ON DIGITAL WARRANTY OF RETAIL DATA";"CHAN WOO PARK";"MASSADOPTION INC [KR]";"KR20250168853A";"2024-05-24";"G06F21/33 
G06N20/00 
G06Q10/0637 
G06Q10/0639 
G06Q30/012 
G06Q30/018 
G06V20/00 
G06V30/18 
G06V30/41 
G06V30/42";"G06F21/33 (KR) 
G06N20/00 (KR) 
G06Q10/0637 (KR) 
G06Q10/0639 (KR) 
G06Q30/012 (KR) 
G06Q30/018 (KR) 
G06V20/95 (KR) 
G06V30/1801 (KR) 
G06V30/18105 (KR) 
G06V30/41 (KR) 
G06V30/42 (KR)";"2025-12-02";"2025-12-02";"098056024";
"715";"- METHOD DEVICE AND SYSTEM FOR AUTOMATING THE PROVISION OF PERSONALIZED PURCHASE-RELATED CONTENT BASED ON AN ARTIFICIAL INTELLIGENCE MODEL USING COLLECTED DATA BASED ON A DIGITAL WARRANTY OF RETAIL DATA";"CHAN WOO PARK";"MASSADOPTION INC [KR]";"KR20250168855A";"2024-05-24";"G06Q30/012 
G06Q30/0201 
G06Q30/0601 
G06V20/00 
G06V30/10";"G06Q30/012 (KR) 
G06Q30/0201 (KR) 
G06Q30/0631 (KR) 
G06V20/95 (KR) 
G06V30/10 (KR)";"2025-12-02";"2025-12-02";"098056463";
"716";"E-commerce platform commodity recommendation method based on AI intelligence";"HU SONGNAN 
YOU HUANHUAN 
WEI YINGYU 
ZHANG QIAN 
WANG MIN 
LUO JIE 
LUO FEN 
TIAN JINGYUAN 
FENG MINGSI";"CHINA COMMUNICATIONS XIAMEN E COMMERCE CO LTD";"CN121052904A 
CN121052904B";"2025-10-31";"G06N3/0442 
G06N3/0464 
G06N3/049 
G06N3/084 
G06N3/092 
G06Q10/087 
G06Q30/0601";"";"2025-12-02 
2026-03-27";"2025-12-02";"097805273";
"717";"Message queue adjustment method and device based on multi-model fusion, equipment and medium";"ZHANG WENQIANG 
LUO TAO 
QI GUANGPENG 
SHANG GUANGYONG";"INSPUR YUNZHOU IND INTERNET CO LTD";"CN121092348A";"2025-09-16";"G06F18/22 
G06F18/243 
G06F9/54 
G06N20/00 
G06N20/20 
G06N3/042 
G06N3/045 
G06N3/049 
G06N5/01 
G06Q30/0601";"";"2025-12-09";"2025-12-09";"097884120";
"718";"Control method and system for AI virtual assistant playing";"WANG JINHE";"TAOJIN HECHUANG E COMMERCE JIANGSU CO LTD";"CN121078275A";"2025-07-30";"H04N21/2187 
H04N21/44 
H04N21/442 
H04N21/45 
H04N21/466 
H04N21/4788";"";"2025-12-05";"2025-12-05";"097840968";
"719";"Precise nutrition service ecosystem based on micronutrient detection and GI regulation and control and business model implementation method";"LI RUJI 
LI YANGYANG";"LI YANGYANG";"CN121096542A";"2025-09-10";"G06Q10/0637 
G06Q10/067 
G06Q30/0601 
G16H20/60";"";"2025-12-09";"2025-12-09";"097899405";
"720";"Internet-based healthy food production and circulation management method";"SHI WENZHENG 
GUO BIN";"KUNSHAN DEWOTE WATER IND SYSTEM EQUIPMENT CO LTD";"CN121120177A";"2025-05-27";"G06Q10/083 
G06Q30/018 
G06Q30/0601 
G06Q50/04 
G06V20/40 
G06V20/52 
G06V40/20 
G16Y10/25 
G16Y10/40 
G16Y20/00 
G16Y20/40 
G16Y40/10 
G16Y40/20 
G16Y40/50 
H04N7/18 
H04W4/021 
H04W4/029 
H04W4/35";"Y02P90/30 (EP)";"2025-12-12";"2025-12-12";"097942160";
"721";"E-commerce consumption trend prediction method and system based on artificial intelligence";"SHEN DANTING";"BEIJING ASIAINFO DIGITAL INTELLIGENCE TECH CO LTD";"CN121094873A";"2025-08-27";"G06F18/213 
G06F18/25 
G06N3/042 
G06Q30/0203 
G06Q30/0601 
G06F123/02";"";"2025-12-09";"2025-12-09";"097894949";
"722";"E-commerce information auditing method, device and equipment based on large model, storage medium and product";"CHEN TING 
WANG JIAO 
ZHANG KE";"CHINA MOBILE FINANCE TECH CO LTD 
CHINA MOBILE COMMUNICATIONS GROUP CO LTD";"CN121119931A";"2024-11-04";"G06F18/214 
G06N5/04 
G06Q10/10 
G06Q30/0601";"";"2025-12-12";"2025-12-12";"097946522";
"723";"Sales data management analysis method and system based on artificial intelligence";"YAO XIAN 
WANG CHENGLIN 
ZHAO YONG";"DUBIBI NANJING ELECTRONIC TECH CO LTD";"CN121120125A";"2025-08-31";"G06F18/213 
G06F18/2433 
G06N20/00 
G06Q30/0202";"G06F18/213 (CN) 
G06F18/2433 (CN) 
G06N20/00 (CN) 
G06Q30/0202 (CN)";"2025-12-12";"2025-12-12";"097941231";
"724";"Intelligent labeling and automatic auditing system and method";"LI MENGXIU 
LI YAN 
ZHENG YATING";"BEIJING HEZHENG XINDA TECH CO LTD";"CN121145810A";"2025-09-08";"G06F40/166 
G06F40/30 
G06Q10/10";"";"2025-12-16";"2025-12-16";"097985227";
"725";"E-commerce platform information security desensitization scheme analysis system based on artificial intelligence";"ZHANG GUOZONG 
QIU XIAO";"ANHUI ZHONGDIAN ZHIGU TECH CO LTD";"CN121145257A";"2025-09-10";"G06F21/62 
G06N3/0455 
G06N3/092";"G06F21/6218 (CN) 
G06F21/6254 (CN) 
G06N3/0455 (CN) 
G06N3/092 (CN)";"2025-12-16";"2025-12-16";"097992998";
"726";"Private domain incomplete behavior data complementation and intention recognition method and device based on quantum state chromatography and medium";"SUN WEI";"GUANGZHOU JINGCUI INTELLIGENT TECH CO LTD";"CN121144605A";"2025-09-05";"G06F16/9535 
G06F16/9537 
G06F18/213 
G06F18/241 
G06F18/2431 
G06N10/60 
G06N3/045 
G06N3/0455 
G06N3/096 
G06N5/04 
G06N7/01 
G06Q10/04";"G06F16/9535 (CN) 
G06F16/9537 (CN) 
G06F18/213 (CN) 
G06F18/241 (CN) 
G06F18/2431 (CN) 
G06N10/60 (CN) 
G06N3/045 (CN) 
G06N3/0455 (CN) 
G06N3/096 (CN) 
G06N5/041 (CN) 
G06N7/01 (CN) 
G06Q10/04 (CN)";"2025-12-16";"2025-12-16";"097983602";
"727";"AN AI BASED PERSONALIZED DIET AND WORKOUT MANAGEMENT SYSTEM WITH INTEGRATED CHATBOT";"PAWAR ADITYA UMESH [IN] 
NETKE DIGVIJAY SANDIPAN [IN] 
KUNJIR YASH RAVINDRA [IN] 
PHAD BHAGYASHRI GOVIND [IN] 
KODMELWAR MANOHAR [IN] 
FUTANE PRAVIN [IN] 
DEDGAONKAR SURUCHI [IN] 
PATHAK KISHOR [IN]";"VISHWAKARMA INSTITUTE OF TECHNOLOGY [IN]";"ZA202503796B";"2025-05-05";"";"";"2025-12-17";"2025-12-17";"098058820";
"728";"Legal advice and crime prevention methods and systems using on-device artificial intelligence";"KIM TAE HWAN [KR]";"KIM TAE HWAN [KR]";"KR20250175409A";"2024-06-10";"G06F40/42 
G06N3/02 
G06Q50/10 
G06Q50/18";"G06F40/42 (KR) 
G06N3/02 (KR) 
G06Q50/10 (KR) 
G06Q50/18 (KR) 
G06F2216/03 (KR)";"2025-12-17";"2025-12-17";"098259410";
"729";"METHOD AND SYSTEM FOR DIMENSION PREDICATION, PACKAGING OPTIMIZATION AND RATE SHIPPING TO ENHANCE E-COMMERCE LOGISTICS";"SINGH ABHAY RAJ [US]";"PITNEY BOWES INC [US]";"US2025384360A1";"2024-06-18";"G06Q10/04 
G06Q10/083";"G06Q10/04 (EP,US) 
G06Q10/083 (EP,US)";"2025-12-18";"2025-12-18";"098013532";
"730";"SYSTEM AND METHOD FOR MULTI-MODAL AI CONVERSATIONAL INTERFACE IMPROVING WEBSITE NAVIGATION AND USER INTERACTION";"NALLAM SREE RAMA CHANDRA MURTY [US]";"NALLAM SREE RAMA CHANDRA MURTY [US]";"US2025384216A1";"2025-08-29";"G06F40/103 
G06F40/289 
G06F40/35 
G06F40/40 
G06T13/20 
G06T13/40 
G10L13/027 
G10L13/033 
G10L13/06 
G11B27/10";"G06F3/167 (EP) 
G06F40/103 (EP,US) 
G06F40/289 (EP,US) 
G06F40/35 (EP,US) 
G06F40/40 (EP,US) 
G06T13/205 (US) 
G06T13/40 (US) 
G10L13/00 (EP) 
G10L13/027 (US) 
G10L13/033 (US) 
G10L13/06 (US) 
G10L15/26 (EP) 
G11B27/10 (EP,US) 
G10L25/57 (EP)";"2025-12-18";"2025-12-18";"098012516";
"731";"Cross-border e-commerce product semantic association method and system based on knowledge graph";"YANG PENGFEI 
PAN DONGNING 
LI ZHI";"SHENZHEN UEB TECH CO LTD";"CN121169454A";"2025-11-12";"G06N5/01 
G06N5/022 
G06Q30/0201 
G06Q30/0601";"";"2025-12-19";"2025-12-19";"098036290";
"732";"Multi-modal large model-based AI recruitment candidate comprehensive ability evaluation method";"XU ZIFEI";"SHANGHAI DAOAN INFORMATION TECH CO LTD";"CN121169346A";"2025-09-22";"G06F18/10 
G06F18/20 
G06F18/213 
G06F18/22 
G06F18/25 
G06N3/0442 
G06N3/045 
G06N3/0464 
G06N3/084 
G06N5/045 
G06Q10/0639 
G06Q10/067 
G06Q10/1053 
G06T13/20 
G06T17/00";"";"2025-12-19";"2025-12-19";"098049067";
"733";"Business proposal generation and business consultant system based on super massive artificial intelligence model";"KWON MIN SOO [KR]";"STINNOVARION [KR]";"KR102903064B1";"2025-01-31";"G06F16/951 
G06N3/0475 
G06N3/096 
G06Q10/0631 
G06Q10/0637 
G06Q10/0639 
G06Q10/067 
G06Q10/10";"";"2025-12-22";"2025-12-22";"098264843";
"734";"Rural e-commerce logistics path optimization method based on artificial intelligence";"MENG WEIWEI 
LIU XIN 
DUAN CHUNYAN";"SHANDONG POLYTECHNIC COLLEGE";"CN121169258A";"2025-09-25";"G06F18/213 
G06F18/214 
G06F18/24 
G06N3/08 
G06Q10/0835 
G06Q30/0601";"";"2025-12-19";"2025-12-19";"098030272";
"735";"Commodity recommendation system and method for electronic shopping mall";"YI YONGQIANG 
ZHANG SHENGYU 
HE WEN 
ZHENG HONG 
LIU YINGJUN 
LI YINAN 
YUAN ZAIXIN";"SOUTHERN POWER GRID INTERNET SERVICE CO LTD";"CN121190164A";"2025-10-29";"G06F16/9535 
G06F16/9536 
G06Q30/0601";"";"2025-12-23";"2025-12-23";"098085754";
"736";"Intelligent agent content distribution system, method, equipment and medium";"WANG ZHONGYOU 
ZHUO AN 
CHENG LEISHENG 
WANG TINGTING 
LI YADONG 
XUE ZHIFANG 
CHU ZHENJIANG";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD";"CN121188283A";"2025-09-25";"G06F16/9535";"";"2025-12-23";"2025-12-23";"098088651";
"737";"E-commerce commodity classification method based on decoupling graph neural network";"WANG SHUANG 
CHEN RUI 
CHEN BIN 
HAO PENGYI 
WU FULI";"UNIV ZHEJIANG TECHNOLOGY";"CN121188578A";"2025-11-24";"G06F18/15 
G06F18/241 
G06F18/25 
G06N3/045 
G06Q30/0601";"";"2025-12-23";"2025-12-23";"098217923";
"738";"E-commerce short video structured script generation method and system based on hierarchical text generation and RAG";"CAI ZEQUN";"GUANGZHOU YUZHI CULTURE TECH CO LTD";"CN121194027A";"2025-09-05";"G06F16/435 
G06F40/166 
G06F40/35 
G06N3/045 
G06N3/0475 
G06N3/0495 
G06N5/04 
G06Q30/0601 
G06V20/40 
H04N21/232 
H04N21/234 
H04N21/25 
H04N21/258 
H04N21/478 
H04N21/84 
H04N21/845 
H04N21/854";"Y02D10/00 (EP)";"2025-12-23";"2025-12-23";"098216233";
"739";"Outfit recommender system";"BROSSMAN CHRISTOPHER [US] 
DHOLAKIA DHAVAL [US] 
WOLFF RYAN ELIZABETH [US] 
ESTECHE JENNIFER [UY] 
MICOL LUCAS [UY]";"THE REALREAL INC [US]";"US12505477B1";"2022-07-12";"G06Q10/087 
G06Q30/00 
G06Q30/0601";"G06Q10/087 (EP,US) 
G06Q30/0627 (EP) 
G06Q30/0631 (EP,US) 
G06Q30/0643 (EP)";"2025-12-23";"2025-12-23";"098223554";
"740";"ARTIFICIAL INTELLIGENCE (AI) AND ONLINE SHOPPING INTEGRATION";"CRONAUER JACOB REGIS [US] 
TANG MICHAEL JIANG [US] 
ZHU KUN [US] 
TESHIMA NIK [US] 
ARLT NICK [US]";"NCR VOYIX CORP [US]";"US2025390930A1";"2024-06-25";"G06Q30/0601 
H04L51/02";"G06Q30/0631 (EP,US) 
G06Q30/0633 (EP,US) 
G06Q30/0641 (EP,US) 
H04L51/02 (EP)";"2025-12-25";"2025-12-25";"098219565";
"741";"Cross-border e-commerce logistics risk assessment method and system based on artificial intelligence";"XIE WEIWEI 
YANG LUJIA 
LIU CAN";"UNIV HUNAN INF TECH";"CN121189832A";"2025-09-29";"G06F18/214 
G06F30/27 
G06N3/045 
G06N3/092 
G06Q10/0635 
G06Q10/083 
G06Q10/087 
G06Q30/0601";"";"2025-12-23";"2025-12-23";"098081239";
"742";"Method and system for building scenic spot tourist flow prediction model based on artificial intelligence";"LI WEI 
FU CHAN 
ZHANG XIGEN";"QINGDAO TONGDAO PLANNING AND DESIGN INST CO LTD";"CN121213131A";"2024-06-25";"G06F18/25 
G06N3/0985 
G06Q30/0201 
G06Q30/0202 
G06Q50/00 
G06Q50/14";"G06F18/25 (CN) 
G06N3/0985 (CN) 
G06Q30/0201 (CN) 
G06Q30/0202 (CN) 
G06Q50/14 (CN)";"2025-12-26";"2025-12-26";"098101108";
"743";"Target model training and resource representation obtaining method and device";"LIU JIAN 
LI TAO";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD";"CN121211000A";"2025-09-11";"G06F16/9535 
G06F18/214 
G06F40/30 
G06N3/045";"G06F16/9535 (CN) 
G06F18/214 (CN) 
G06F40/30 (CN) 
G06N3/045 (CN)";"2025-12-26";"2025-12-26";"098115387";
"744";"Text classification method and device based on large model and task execution method and device based on large model";"HOU JINCHANG 
LYU ZHONGHOU 
BAO CHENFU 
WANG GUOQIU 
HU BOREN 
HAN MIAO 
WEN YILIN 
CHEN MUHAN 
TIAN WEIJUAN 
JIANG YIMIN 
YAN TINGYU";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121233773A";"2025-09-30";"G06F16/35 
G06F18/241 
G06F40/284 
G06F40/30";"";"2025-12-30";"2025-12-30";"098152404";
"745";"DECENTRALIZED BLOCKCHAIN PLATFORM FOR VIDEO PRODUCTION AND DISTRIBUTION WITH NFT RIGHTS MANAGEMENT AND AI MATCHING";"SHAFIDOKHT HANIEH [IR] 
JAHANARA SEYED HAMZEH [IR] 
SOBHIMOGHADAM SHAHIN [IR]";"SHAFIDOKHT HANIEH [IR] 
JAHANARA SEYED HAMZEH [IR] 
SOBHIMOGHADAM SHAHIN [IR]";"WO2025262465A1";"2024-10-07";"G06F21/10 
G06F21/64 
H04L9/00 
H04N21/254";"G06F21/64 (EP) 
H04L9/3218 (EP) 
H04L9/50 (EP) 
H04L2209/56 (EP)";"2025-12-26";"2025-12-26";"098212488";
